nct_id,org_name,org_class,brief_title,overall_status,why_stopped,collaborators,has_dmc,fda_regulated_drug,fda_regulated_device,phase,conditions,keywords
NCT06187077,Mayo Clinic,OTHER,Techquity by FAITH!,RECRUITING,,"[{'name': 'National Institute on Minority Health and Health Disparities (NIMHD)', 'class': 'NIH'}, {'name': 'Johns Hopkins University', 'class': 'OTHER'}, {'name': 'Association of Black Cardiologists', 'class': 'UNKNOWN'}]",True,False,False,NA,"['Health Equity', 'Cardiovascular Diseases']",
NCT03798288,University of Southern Denmark,OTHER,Randomised Controlled Trial for the selfBACK Project,COMPLETED,,"[{'name': 'Norwegian University of Science and Technology', 'class': 'OTHER'}, {'name': 'National Research Centre for the Working Environment, Denmark', 'class': 'OTHER_GOV'}, {'name': 'University of Glasgow', 'class': 'OTHER'}, {'name': 'Robert Gordon University', 'class': 'OTHER'}]",False,False,False,NA,['Low Back Pain'],"['Digital Decision Support System', 'App', 'Self-management']"
NCT05315570,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",OTHER,Big Data for Quality of Life in Head and Neck Cancer,RECRUITING,,"[{'name': 'University of Birmingham', 'class': 'OTHER'}, {'name': 'University Hospital Birmingham NHS Foundation Trust', 'class': 'OTHER'}, {'name': 'Dotsoft Olokliromenes Efarmoges Diadiktioy kai Vaseon Dedomenon AE', 'class': 'UNKNOWN'}, {'name': 'IBM Ireland limited', 'class': 'UNKNOWN'}, {'name': 'INETUM', 'class': 'UNKNOWN'}, {'name': 'Multimed Engineers srl', 'class': 'UNKNOWN'}, {'name': 'Regione Lombardia', 'class': 'OTHER'}, {'name': 'Universidad de la Iglesia de Deusto Entidad Religiosa', 'class': 'UNKNOWN'}, {'name': 'Universidad Politecnica de Madrid', 'class': 'OTHER'}, {'name': 'University of Milan', 'class': 'OTHER'}, {'name': 'University of Oslo', 'class': 'OTHER'}, {'name': 'Johannes Gutenberg University Mainz', 'class': 'OTHER'}, {'name': 'Aria S.p.A.', 'class': 'UNKNOWN'}, {'name': 'University of Bristol', 'class': 'OTHER'}, {'name': 'Casa Sollievo della Sofferenza IRCCS', 'class': 'OTHER'}]",,False,False,NA,"['Head and Neck Cancer', 'Survivorship', 'Quality of Life']","['mHealth', 'eHealth', 'remote monitoring']"
NCT05987670,Imperial College London,OTHER,Triple Cardiovascular Disease Detection With an Artificial Intelligence-enabled Stethoscope,ACTIVE_NOT_RECRUITING,,"[{'name': 'Imperial College Health Partners', 'class': 'UNKNOWN'}]",False,False,True,NA,"['Heart Failure', 'Heart Valve Diseases', 'Atrial Fibrillation', 'Heart Murmurs', 'Congestive Heart Failure', 'Heart Failure With Reduced Ejection Fraction']","['cluster randomized controlled trial', 'artificial intelligence', 'digital health', 'cardiology', 'primary care']"
NCT05204095,Sun Yat-sen University,OTHER,Intelligent Cataract Screening With Portable Slit-lamp,UNKNOWN,,,True,False,False,,"['Catarct Screening', 'Artificial Intelligence']",
NCT04562168,Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina,OTHER,Using AI as a Diagnostic Decision Support Tool to Help the Diagnosis of Skin Disease in Primary Healthcare in Catalonia,COMPLETED,,"[{'name': 'iDoc24', 'class': 'OTHER'}, {'name': 'Institut Català de la Salut', 'class': 'OTHER'}]",False,False,False,NA,['Skin Diseases'],"['Machine Learning', 'Artificial Intelligence', 'Data accuracy', 'Computed Assisted Diagnosis', 'Neural Network Computer']"
NCT05990634,Region Stockholm,OTHER_GOV,LifeChamps Feasibility Study,ACTIVE_NOT_RECRUITING,,"[{'name': 'Aristotle University Of Thessaloniki', 'class': 'OTHER'}, {'name': 'Hospital Universitario La Fe', 'class': 'OTHER'}, {'name': 'University of Glasgow', 'class': 'OTHER'}]",False,False,False,NA,['Melanoma (Skin)'],"['Melanoma', 'Cancer', 'Survivorship', 'Quality of Life', 'mHealth application', 'Wearables', 'Artificial Intelligence']"
NCT06636110,The University of Texas Health Science Center at San Antonio,OTHER,Piloting JUN_Pregnancy Mobile Medical App,RECRUITING,,"[{'name': 'The University of Texas at San Antonio', 'class': 'OTHER'}]",True,False,True,NA,"['Pregnancy Related', 'Pregnancy']","['Community Supervision', 'Criminal Justice Oversight', 'Jun App']"
NCT06147687,Semmelweis University,OTHER,Machine Learning for Early Diagnosis of Endometriosis(MLEndo),RECRUITING,,"[{'name': 'University of Aarhus', 'class': 'OTHER'}]",False,False,False,,"['Endometriosis', 'Pelvic Pain', 'Infertility, Female']","['endometriosis', 'infertility']"
NCT06829420,University of South Florida,OTHER,Mirror Speech Entrainment: A Novel Technique for Voice Personalized Speech Entrainment for Nonfluent Aphasia,NOT_YET_RECRUITING,,,False,False,False,NA,"['Aphasia Non Fluent', 'Stroke', 'Aphasia']","['Aphasia', 'Nonfluent aphasia', 'Speech entrainment', 'Speech synchronization']"
NCT02176226,Northwestern University,OTHER,IntelliCare: Artificial Intelligence in a Mobile Intervention for Depression and Anxiety (AIM),COMPLETED,,,True,,,NA,"['Major Depressive Disorder', 'Anxiety Disorders']","['Major Depressive Disorder', 'Anxiety Disorders', 'Behavior Therapy', 'Technology Assisted', 'Mobile Phone', 'Cellular Phone', 'Smartphone', 'App']"
NCT04256551,Arizona State University,OTHER,Effects of a Novel Machine Learning Mobile App on Diet Adherence in Individuals Following the Low Fodmap Diet,COMPLETED,,,False,False,False,NA,['IBS - Irritable Bowel Syndrome'],"['high fermented, oligio-, di-, monosaccharide, and polyols', 'mobile app', 'irritable bowel syndrome']"
NCT05614479,Biosistemak Institute for Health Systems Research,OTHER,Health Promotion Community-based Intervention Among Elderly People Through Self-managed MAHA Mobile App.,UNKNOWN,,"[{'name': 'Basque Health Service', 'class': 'OTHER_GOV'}]",False,False,False,NA,"['Healthy', 'Chronic Disease']","['Health promotion', 'Community based intervention', 'Healthy habits', 'Healthy lifestyle', 'Wellbeing', 'Innovative solutions', 'Quality of life', 'Self-care', 'Maintaining functionality', 'Active ageing', 'Empowerement', 'Educative health materials', 'Health literacy', 'Socialization', 'Community', 'Ageing', 'Older people']"
NCT03410381,"University Hospital, Montpellier",OTHER,Ecological Momentary Mental Assessment,COMPLETED,,"[{'name': 'University Hospital, Lille', 'class': 'OTHER'}, {'name': 'University Hospital, Brest', 'class': 'OTHER'}, {'name': 'University Hospital Saint jacques, Besançon', 'class': 'UNKNOWN'}, {'name': 'University Hospital, Henri Mondor/Albert Chenevier, Créteil', 'class': 'UNKNOWN'}]",False,False,False,NA,['Person at Risk of Suicide'],"['Psychiatry', 'Suicide', 'Prediction', 'Smartphone application', 'Ecological Momentary Assessment']"
NCT06313619,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",OTHER,Decreasing Irrational Antimicrobial Use in Bangladesh: A Digital Intervention Program,RECRUITING,,,True,False,False,NA,"['Resistance Bacterial', 'Increased Drug Resistance', 'Drug Resistance, Microbial']","['Anti-microbial resistance', 'Digital intervention', 'Irrational use']"
NCT05829811,Faculty Hospital AGEL Skalica,OTHER,"Tele-homecare Service for Diabetic Foot Patients (Risk 0, Risk 1 and Risk 2 Level): Testing and Validation of Dedicated APPs and Artificial Intelligence Solutions",NOT_YET_RECRUITING,,,True,False,False,,['APP Elaborates Data Input From the Patient With Foot Ulcer'],
NCT05595629,Women and Infants Hospital of Rhode Island,OTHER,App-based Remote Blood Pressure Monitoring,COMPLETED,,,False,False,False,NA,"['Gestational Hypertension', 'Preeclampsia', 'Chronic Hypertension Complicating Pregnancy']","['chronic or gestational hypertension, preeclampsia', 'remote blood pressure monitoring', 'smartphone application']"
NCT06697496,Fred Hutchinson Cancer Center,OTHER,"A Smartphone Application (QuitBot) for the Improvement of Smoking Cessation Among American Indians and Alaska Natives, NAITIVE Trial",NOT_YET_RECRUITING,,"[{'name': 'National Institute on Minority Health and Health Disparities (NIMHD)', 'class': 'NIH'}]",False,False,True,NA,['Cigarette Smoking-Related Carcinoma'],
NCT06595134,"University Hospital, Bonn",OTHER,AI-POD Clinical Validation Study for Obese Patients,RECRUITING,,"[{'name': 'European Union', 'class': 'OTHER'}]",,,,,['Acute Cardiovascular Disease'],"['Obesity, Heart CT, Artificial Intelligence']"
NCT04605822,"University Hospital, Basel, Switzerland",OTHER,Melanoma Detection in Switzerland With VECTRA,COMPLETED,,,False,False,False,,['Melanoma (Skin)'],"['3D total body photography (TBP)', '2D sequential digital dermatoscopic imaging (SDDI)', 'skin malignancy', 'artificial intelligence (AI)- based tools', '3D TBP Vectra® WB360 system', 'FotoFinder ATBM® Master', 'SkinVision®']"
NCT06089291,Zimmer Biomet,INDUSTRY,Persona IQ Cohort Study,ENROLLING_BY_INVITATION,,,False,False,True,,"['Osteo Arthritis Knee', 'Knee Arthritis', 'Monitoring Orthopedic Devices', 'Total Knee Arthroplasty', 'Total Knee Replacement']","['Cemented Primary Total Knee Arthroplasty', 'Medical Device', 'Performance', 'Safety', 'Persona IQ']"
NCT06013137,Dartmouth-Hitchcock Medical Center,OTHER,"Chatbot for Depression, Anxiety, and Eating Disorders",ACTIVE_NOT_RECRUITING,,,False,False,False,NA,"['Depression', 'Anxiety', 'Eating Disorders']",
NCT06786793,Jagiellonian University,OTHER,Artificial Intelligence in Colonoscopy,RECRUITING,,,False,False,False,NA,"['Quality Indicators, Health Care', 'Artificial Intelligence (AI)', 'Colonoscopy Diagnostic Techniques and Procedures']","['Quality Indicatiors', 'Colonoscopy', 'Artificial Intelligence (AI)', 'Computer-aided Detection (CADe)', 'Adenoma detection rate (ADR)']"
NCT06690879,Cairo University,OTHER,Assessment of Upper Cross Syndrome and Cervicogenic Headache in Smart Phone User,COMPLETED,,,False,False,False,,['Postural; Defect'],['smart phone addiction upper cross syndrome cervicogenic headache']
NCT06404437,Friedrich-Alexander-Universität Erlangen-Nürnberg,OTHER,Detection of Aortic Stenosis With Smartphone Auscultation Using Machine Learning (HEARTBEAT-Pilot),RECRUITING,,"[{'name': 'University of Erlangen-Nürnberg Medical School', 'class': 'OTHER'}]",False,False,False,,['Aortic Valve Stenosis'],"['Machine Learning', 'Digital Health', 'Heart Valve Disease', 'Cardiology']"
NCT04809194,4YouandMe,OTHER,Stress in Crohn's Disease,COMPLETED,,"[{'name': 'Evidation Health', 'class': 'INDUSTRY'}, {'name': 'Vector Institute of Artificial Intelligence', 'class': 'UNKNOWN'}, {'name': 'Icahn School of Medicine at Mount Sinai', 'class': 'OTHER'}, {'name': 'Oxford University Hospitals NHS Trust', 'class': 'OTHER'}]",False,False,False,,['Crohn Disease'],"[""Digital health, Crohn's disease, Wearable technology""]"
NCT04607369,"Neuro-Eye Diagnostic Systems, LLC",INDUSTRY,Implementation of the NEDS EyeCTester App,UNKNOWN,,"[{'name': 'Neuro-ophthalmology of Texas PLLC', 'class': 'UNKNOWN'}]",False,False,True,,"['Optic Nerve Disease', 'Macular Disease', 'Visual Pathway Disorder']","['Amsler Grid', 'Visual Field Defects', '10-2 Visual Field', 'Optic Nerve Diseases', 'Macula Diseases', 'Visual Pathway Disorders', 'Vision Monitoring']"
NCT06237322,RE.DOCTOR LLC,INDUSTRY,Study of RE.DOCTOR Vitals® Software Accuracy,NOT_YET_RECRUITING,,,False,False,False,,"['Respiratory Disorder', 'Cardiovascular Diseases', 'Diabetes', 'Pre-Diabetes', 'Primary Care']",
NCT05441852,Mayo Clinic,OTHER,A Study to Detect Hyperkalemia Using Smartphone-enabled Electrocardiogram (EKG),COMPLETED,,,False,False,False,,['Hyperkalemia'],"['electrocardiogram (ECG)', 'Artificial Intelligence (AI)', 'neural network', 'hyperkalemia', 'Emergency Department (ED)', 'Smartphone', 'AliveCor Kardia 6 L ECG device']"
NCT06264258,Carnegie Mellon University,OTHER,Game-based Pediatric Diabetes Education,RECRUITING,,"[{'name': 'University of Pittsburgh', 'class': 'OTHER'}]",False,False,False,NA,"['Diabetes Mellitus, Type 1', 'Behavior, Health']","['app', 'game', 'children', 'pediatrics']"
NCT06443918,Colliga Apps Corp.,INDUSTRY,A Just-in-Time Adaptive Intervention for Child and Family Mental Health,RECRUITING,,"[{'name': 'National Institute of Mental Health (NIMH)', 'class': 'NIH'}]",True,False,False,NA,"['Mental Health and Well-being', 'Family Functioning']","['Mental health and well-being', 'Child development', 'Digital mental health', 'Digital intervention', 'Family functioning']"
NCT05967260,Oregon Health and Science University,OTHER,DailyDose Smart Snack Study for T1D on MDI,COMPLETED,,,False,False,True,NA,['Type 1 Diabetes Mellitus With Hypoglycemia'],"['Decision Support', 'Dexcom CGM']"
NCT06909357,H. Lee Moffitt Cancer Center and Research Institute,OTHER,Creation of an Infrastructure to Support Delivery of mHealth Interventions for Cancer Patients,RECRUITING,,"[{'name': 'Florida Biomedical Research Program - James & Esther King', 'class': 'UNKNOWN'}]",False,False,False,NA,['Smoking Cessation'],
NCT06569667,"Friends Research Institute, Inc.",OTHER,Using AI and Peer Coaching to Address Racial Disparities Among People Who Use Opioids,RECRUITING,,"[{'name': 'Nathan Kline Institute for Psychiatric Research', 'class': 'OTHER'}, {'name': 'NYU Langone Health', 'class': 'OTHER'}, {'name': 'Weill Medical College of Cornell University', 'class': 'OTHER'}]",,False,False,NA,['Opioid Use Disorder'],"['Opioid Use Disorder', 'Peer Recovery Coach', 'AI-driven text tool', 'mobile health (mHealth)']"
NCT05904288,Newel Health SRL,INDUSTRY,DTx Algorithms for Personalized Parkinson's Disease Treatment and Medication Plan Optimization,COMPLETED,,"[{'name': ""Michael J. Fox Foundation for Parkinson's Research"", 'class': 'OTHER'}, {'name': 'Mediolanum Cardio Research', 'class': 'OTHER'}]",False,False,False,,['Parkinson Disease'],
NCT03635710,Cantonal Hospital of St. Gallen,OTHER,Smartphone Enabled Detection of Nocturnal Cough Rate and Sleep Quality as a Prognostic Marker for Asthma Control,COMPLETED,,"[{'name': 'University of Zurich', 'class': 'OTHER'}, {'name': 'University of St.Gallen', 'class': 'OTHER'}]",False,False,False,,"['Asthma', 'Cough']",
NCT05781113,Celestra Health Systems,INDUSTRY,A Novel Wearable Digital Biomarker for Detecting Changes in Multiple Sclerosis (MS) Condition,RECRUITING,,"[{'name': 'University of Ottawa', 'class': 'OTHER'}, {'name': 'Barts & The London NHS Trust', 'class': 'OTHER'}, {'name': 'The Ottawa Hospital', 'class': 'OTHER'}, {'name': ""Brigham and Women's Hospital"", 'class': 'OTHER'}]",False,False,False,,['Multiple Sclerosis'],
NCT05584059,Chinese University of Hong Kong,OTHER,Pai.ACT Programme for Parents of Children With Special Healthcare Needs - Phase I,RECRUITING,,"[{'name': 'Hong Kong Association of Youth Department', 'class': 'UNKNOWN'}, {'name': 'Hong Kong Christian Service', 'class': 'OTHER'}, {'name': 'Hong Kong Federation of Youth Groups', 'class': 'UNKNOWN'}, {'name': 'Hong Kong School Nurse Association', 'class': 'UNKNOWN'}, {'name': ""Hong Kong Young Women's Christian Association"", 'class': 'OTHER'}, {'name': 'Yang Memorial Methodist Social Service', 'class': 'OTHER'}]",True,False,False,NA,"['Neurodevelopmental Disorders', 'Attention Deficit Hyperactivity Disorder', 'Autism Spectrum Disorder', 'Development Delay', 'Chronic Disease']","['Focused Acceptance and Commitment Therapy', 'Special health care needs', 'Mobile App', 'Machine Learning']"
NCT04559360,Hospital Clinic of Barcelona,OTHER,"Development, Feasibility and Effectiveness of a Digital Support Platform for Mental Health in Primary Care (PRESTO).",UNKNOWN,,,True,False,False,NA,"['Depression, Anxiety']","['PRESTO', 'smartphone', 'application', 'primary care', 'anxiety', 'depression']"
NCT06713226,VUNO Inc.,INDUSTRY,Clinical Performance Evaluation of the Hativ P30,NOT_YET_RECRUITING,,,False,False,True,NA,['Arrhythmia'],
NCT05754190,Brown University,OTHER,Assessing Symptom and Mood Dynamics in Pain Using the Smartphone Application SOMA,RECRUITING,,,False,False,False,,"['Chronic Pain', 'Acute Pain', 'Post Operative Pain', 'Fibromyalgia, Primary', 'Fibromyalgia, Secondary', 'Fibromyalgia', 'Irritable Bowel Syndrome', 'Chronic Headache Disorder', 'Chronic Migraine', 'Chronic Pelvic Pain Syndrome', 'Temporomandibular Joint Disorders', 'Endometriosis-related Pain', 'Arthritis', 'Chronic Low-back Pain', 'Failed Back Surgery Syndrome', 'Post Herpetic Neuralgia', 'Neuropathic Pain', 'Painful Diabetic Neuropathy', 'Painful Bladder Syndrome', 'Trauma-related Wound', 'Trauma, Multiple', 'Chronic Pain Syndrome', 'Chronic Shoulder Pain']","['digital health', 'e-health', 'smartphone application', 'chronic pain', 'acute pain', 'symptom tracking', 'experience sampling methodology', 'ecological momentary assessment', 'pain self-management']"
NCT05850390,Sonde Health,INDUSTRY,Real-time Remote Asthma Monitoring Through Smartphone Voice Analysis,ACTIVE_NOT_RECRUITING,,"[{'name': 'Montefiore Medical Center', 'class': 'OTHER'}]",False,False,False,,['Asthma'],
NCT06409793,University of British Columbia,OTHER,Motivating Adolescent Fitness,NOT_YET_RECRUITING,,"[{'name': 'MOSS ROCK PARK FOUNDATION', 'class': 'UNKNOWN'}]",True,False,False,NA,['Exercise Training'],
NCT02243670,AiCure,INDUSTRY,Using Artificial Intelligence To Monitor Medication Adherence in Opioid Replacement Therapy,COMPLETED,,"[{'name': 'Orexo AB', 'class': 'INDUSTRY'}, {'name': 'Montefiore Medical Center', 'class': 'OTHER'}]",False,,,NA,"['Opiate Addiction', 'Medication Non-adherence', 'Addiction', 'Opioid Dependence']","['opioid addiction', 'opioid substitution therapy', 'addiction', 'buprenorphine maintenance treatment', 'opioid dependence', 'substitution treatment', 'noncompliance', 'opiate addiction', 'Zubzolv® maintenance', 'adherence monitoring', 'directly observed therapy', 'medication adherence', 'adherence', 'mobile', 'electronic monitoring', 'wireless', 'mobile device', 'artificial intelligence', 'facial recognition', 'computer vision', 'visual confirmation', 'sublingual buprenorphine/naloxone', 'nonadherence']"
